season,team,logo,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential,team_name,home_stadium,location,state,lat,long,mascot,live_mascots,conference,division,superbowl_wins,year_est
2014,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.5882352941176471,3182,1923,5.849264705882353,4.667475728155341,2898,5.878296146044629,1894,5.918749999999999,544,412,6,6,4,31.47422027367103,-6.072753793,0.0578570225618951,-0.014739694,-0.056221288,0.1053839739507646,-0.000103348,0.00025578634454069104,0.4448529411764703,0.3932038834951458,0.5380710659898478,3254,2050,5.5059221658206425,4.880952380952382,4747,8.726102941176476,1555,4.889937106918239,591,420,6,4,2,-16.39151687,-12.93281123,-0.027735223,-0.030792408,-0.131358814,-0.135728223,-0.000222265,-0.000323162,0.4196277495769881,0.4499999999999999,353,281,9,7,0,72,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2015,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.5927342256214149,3259,2058,6.2313575525812634,4.876777251184834,3167,6.695560253699783,1936,6.245161290322578,523,422,7,4,2,9.105479145904797,20.24270813182634,0.0174100939692252,0.0479685026820527,0.8160297806230874,-0.053659155,0.0015602863874246,-0.000127154,0.4435946462715104,0.4312796208530805,0.5320121951219512,3700,1582,5.640243902439031,4.1741424802110805,5492,9.077685950413224,1620,4.641833810888253,656,379,22,4,2,-70.78730966,-47.2628596,-0.107907484,-0.124704115,-2.045509039,-1.020528874,-0.003118154,-0.002692688,0.3948170731707319,0.3562005277044854,405,287,11,5,0,118,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2016,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.630397236614853,3744,1768,6.466321243523319,4.510204081632653,3732,6.84770642201835,2076,5.687671232876714,579,392,8,4,4,39.85820089079676,-22.52305755,0.0688397251999942,-0.057456779,1.6464131167359284,0.7275185952045219,0.0028435459701829,0.001855914783685,0.4542314335060448,0.3852040816326531,0.5582137161084529,3960,1948,6.31578947368421,4.551401869158878,5103,8.576470588235294,1724,4.925714285714284,627,428,18,7,4,-14.9908971,-16.51267224,-0.023908927,-0.03858101,-0.091707549,-1.194824058,-0.000146264,-0.002791645,0.441786283891547,0.4672897196261681,389,311,12,4,0,78,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2017,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.6258620689655171,4104,1915,7.075862068965517,4.823677581863979,4202,7.752767527675278,2134,5.87878787878788,580,397,8,1,2,89.60634105622428,-4.5169001,0.1544936914762489,-0.011377582,2.6390163159004127,0.3873785191095534,0.0045500281308627,0.0009757645317620976,0.4775862068965515,0.3904282115869018,0.5389718076285239,3954,1906,6.557213930348259,4.381609195402297,5943,10.463028169014088,1662,5.113846153846154,603,435,16,6,2,15.66903275989128,-5.807305313,0.0259851289550438,-0.013350127,2.312238500435072,-0.722200237,0.0038345580438392,-0.00166023,0.4344941956882255,0.4551724137931032,415,339,10,6,0,76,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2018,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.632183908045977,4955,1869,8.13628899835796,4.970744680851064,5273,9.060137457044672,2628,6.825974025974026,609,376,12,5,1,212.56338400739773,27.126253240033325,0.3490367553487652,0.0721442905320035,4.412262725104184,1.1184172946554716,0.0072450947867063,0.0029745140815305,0.5172413793103448,0.4680851063829786,0.5867052023121386,4382,2124,6.332369942196533,5.057142857142858,5760,9.113924050632912,2095,5.1600985221674875,692,420,15,7,4,30.267191370804085,26.4695846620821,0.043738715853763,0.0630228206240046,1.132119923261459,0.2538377461009471,0.0016360114497998,0.0006043755859546468,0.46242774566474,0.5023809523809523,565,421,12,4,0,144,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2019,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.6279069767441859,4500,1585,7.475083056478402,4.415041782729807,4915,8.547826086956519,2211,5.849206349206344,602,359,5,5,3,130.0659096956316,-8.768333441,0.2160563283980586,-0.024424327,3.974205335237563,0.5803570000562972,0.0066016699920889,0.00161659331492,0.490033222591362,0.4094707520891364,0.5605095541401275,3547,2060,5.648089171974521,4.975845410628018,4599,7.943005181347147,2099,5.9630681818181825,628,414,16,4,2,-30.77327039,21.24543888722467,-0.049002023,0.0513174852348422,0.0440068001777094,0.6679604648128432,7.007452257597351e-05,0.0016134310744271,0.4315286624203824,0.4589371980676329,451,308,12,4,0,143,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2020,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.6402439024390243,4860,1819,7.408536585365855,4.712435233160622,5096,8.101748807631155,2455,5.845238095238094,656,386,7,7,1,184.03697265187895,7.373180994523061,0.2805441656278636,0.0191015051671582,6.072639040661031,1.7860069794831843,0.0092570717083247,0.004626961086744,0.5320121951219512,0.4481865284974094,0.5925297113752124,3781,1963,6.419354838709677,4.640661938534279,4481,8.117753623188406,2034,5.828080229226361,589,423,16,5,1,26.931254300487065,18.890960192401288,0.0457236915118626,0.0446594803602869,1.0389557691769529,0.4519324067497622,0.0017639316963954,0.0010683981247039,0.470288624787776,0.4562647754137114,473,362,14,2,0,111,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2021,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.6363636363636362,4791,1977,6.805397727272728,4.798543689320388,4961,7.34962962962963,2719,6.06919642857143,704,412,13,5,5,131.5191772545442,29.385959778655895,0.1868170131456589,0.071325145093825,3.701914663285379,1.2212541037143605,0.0052584015103485,0.0029642089895979,0.5184659090909092,0.4975728155339805,0.625585023400936,4275,2008,6.669266770670824,4.873786407766991,4430,7.310231023102309,2396,5.975062344139652,641,412,15,7,5,23.848615552610813,2.3771372683079193,0.0372053284752124,0.0057697506512329,1.551926513805847,0.2692703212429669,0.0024211022056253,0.0006535687408810053,0.4461778471138844,0.5024271844660193,480,364,12,5,0,116,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
2022,Kansas City Chiefs,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-kansas-city-chiefs-team-logo-2-768x768.png,0.6397058823529411,5066,1985,7.45,4.901234567901234,4689,7.202764976958526,2850,6.551724137931036,680,405,12,4,2,169.564273686656,31.78114009500409,0.2493592260097884,0.078471950851862,4.480416516287771,1.344682142541611,0.0065888478180702,0.0033202028210903,0.5235294117647059,0.4716049382716048,0.6035502958579879,3758,1841,5.559171597633134,4.512254901960784,4314,6.980582524271844,2025,4.963235294117648,676,408,11,6,2,-13.02335667,-7.454567978,-0.019265321,-0.018271,-1.241611702,-0.128136003,-0.001836704,-0.000314059,0.4245562130177512,0.4191176470588236,496,369,14,3,0,127,Kansas City Chiefs,Arrowhead Stadium,"Kansas City, Missouri",Missouri,39.048786,-94.484566,K.C. Wolf,,AFC,West,3,1959
1999,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.526570048309179,3224,1227,5.191626409017712,3.0522388059701497,0,,0,,621,402,24,4,6,-67.30252959,-87.59173229,-0.108377664,-0.217889881,-2.18391748,-2.366437904,-0.003516775,-0.005886661,0.3945249597423509,0.2960199004975125,0.539655172413793,3566,1282,6.148275862068963,3.0379146919431275,0,,0,,580,422,13,4,6,34.777707255740964,-82.51360928,0.0599615642340358,-0.19552988,0.1328064870396268,-3.345305448,0.00022897670179246728,-0.007927264,0.4310344827586206,0.3104265402843602,269,316,8,8,0,-47,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2000,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.4905335628227196,2997,1001,5.158347676419966,2.979166666666667,0,,0,,581,336,29,6,11,-82.72714001,-90.39589477,-0.142387504,-0.269035401,-4.053946509,-3.078218381,-0.006977533,-0.009161364,0.3769363166953527,0.3125,0.5426497277676947,3235,1282,5.871143375680583,2.9953271028037363,0,,0,,551,428,15,2,2,10.924294000419192,-90.83179673,0.0198263049009425,-0.212223824,-0.214767158,-1.643441775,-0.000389777,-0.003839817,0.4428312159709618,0.2780373831775701,269,440,1,15,0,-171,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2001,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.5364583333333334,3505,1695,6.085069444444445,3.887614678899082,0,,0,,576,436,18,4,6,29.255723524269484,-49.81205366,0.0507911866740788,-0.114247829,-0.089728716,-1.762027738,-0.000155779,-0.004041348,0.4236111111111112,0.3555045871559633,0.5484429065743944,3402,1504,5.885813148788923,3.3496659242761693,0,,0,,578,449,19,1,10,28.177021934908783,-62.6482727,0.0487491728977666,-0.139528447,1.9707752424124936,-0.818877951,0.0034096457481184,-0.001823782,0.4290657439446366,0.3719376391982183,332,321,5,11,0,11,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2002,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.5734513274336284,3190,2142,5.646017699115044,4.646420824295011,0,,0,,565,461,16,5,0,-10.68047223,13.173041032245226,-0.018903491,0.0285749263172352,0.307346292355797,0.4666184308466067,0.0005439757386828347,0.0010121874855674,0.4283185840707965,0.4078091106290673,0.580495356037152,4297,1742,6.651702786377707,4.28009828009828,0,,0,,646,407,17,8,2,34.305230434763075,0.3607852130593456,0.0531040718804377,0.0008864501549370947,0.6853881981551551,0.2862406599639336,0.0010609724429646,0.0007032940048253961,0.4643962848297213,0.4226044226044227,333,367,8,8,0,-34,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2003,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.540983606557377,3025,2151,5.510018214936246,5.208232445520582,0,,0,,549,413,19,7,4,-58.79888736,27.796260492336984,-0.107101798,0.0673032941703075,-1.761144781,0.0834235200909165,-0.003207914,0.0002019939953775252,0.384335154826958,0.4261501210653752,0.5875912408759123,3375,2229,6.158759124087588,4.387795275590553,0,,0,,548,508,13,3,3,61.18178347439695,20.869156918155326,0.1116455902817461,0.0410810175554238,0.541044527377899,1.0397944559915138,0.0009873075317114893,0.0020468394802982,0.4416058394160584,0.4429133858267717,313,441,4,12,0,-128,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2004,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6140724946695096,3357,2199,7.157782515991471,4.3202357563850695,0,,0,,469,509,8,4,4,128.9587398548397,10.544143201868584,0.2749653301808951,0.0207154090409991,2.5992167340880847,0.4468205907595982,0.0055420399447507,0.0008778400604314167,0.4882729211087421,0.4145383104125736,0.5867507886435331,4055,1314,6.39589905362776,3.732954545454545,0,,0,,634,352,23,6,3,7.467932797991516,-15.29953391,0.0117790738138673,-0.043464585,-0.445090957,-0.804648233,-0.000702036,-0.002285932,0.4416403785488959,0.4204545454545454,446,313,12,4,0,133,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2005,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6112115732368896,3499,2071,6.32730560578662,4.463362068965517,0,,0,,553,464,16,8,0,51.87346590885504,36.65573054594992,0.0938037358207146,0.0789994192800644,-0.502344682,1.102950346786805,-0.000908399,0.0023770481611784,0.4611211573236891,0.4288793103448277,0.553191489361702,3599,1356,5.890343698854337,3.5778364116094985,0,,0,,611,379,10,4,6,23.744217643945184,-46.33146689,0.0388612400064568,-0.122246614,0.7063031431166005,-1.122368269,0.0011559789576376,-0.002961394,0.436988543371522,0.3720316622691294,418,312,9,7,0,106,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2006,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.5797979797979793,3259,2588,6.583838383838384,5.015503875968995,4147,8.918279569892475,1310,4.564459930313589,495,516,9,3,1,79.66788704675494,53.22053896765867,0.1609452263570801,0.1031405793946876,1.925920399217212,0.995728571751024,0.0038907482812468,0.0019297065344012,0.4646464646464645,0.4321705426356588,0.516891891891892,3211,1615,5.423986486486489,4.173126614987079,4653,8.74624060150376,1342,4.385620915032678,592,387,16,8,3,-61.18711562,-17.23604047,-0.103356614,-0.044537572,-3.114981286,-0.516887765,-0.005261793,-0.001335627,0.3902027027027027,0.3746770025839793,492,303,14,2,0,189,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2007,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.5665322580645162,3005,2045,6.058467741935481,4.278242677824268,4001,8.49469214437367,1273,4.530249110320286,496,478,16,3,5,16.407312378035915,-37.97111316,0.0330792588266853,-0.079437475,-0.316386857,-0.485761499,-0.000637877,-0.001016237,0.4334677419354838,0.3619246861924686,0.5671140939597317,3403,1730,5.709731543624155,4.229828850855747,4432,8.028985507246379,1452,4.308605341246292,596,409,30,6,6,-60.49507172,-47.57125402,-0.101501798,-0.116311135,-1.393195962,-1.275980508,-0.002337577,-0.003119757,0.4479865771812081,0.3765281173594131,412,284,11,5,0,128,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2008,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6141732283464567,3857,1731,7.592519685039366,4.161057692307692,4217,8.822175732217572,1681,5.405144694533763,508,416,11,6,1,120.7416243377029,-6.651331627,0.2376803628694941,-0.015988778,1.3681664558244997,-0.40146981,0.0026932410547726,-0.000965072,0.5098425196850395,0.3798076923076925,0.6482649842271293,3960,1652,6.246056782334383,4.089108910891088,4381,7.277408637873757,1662,4.053658536585367,634,404,15,5,2,25.784994197853372,-3.830458585,0.0406703378515036,-0.009481333,1.8606778963906023,-0.073687787,0.0029348231804268,-0.000182396,0.4921135646687697,0.4504950495049505,439,347,8,8,0,92,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2009,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6224677716390421,4338,1435,7.988950276243097,3.4578313253012043,4899,9.494186046511626,2054,6.094955489614242,543,415,10,4,2,171.9472753958284,-46.05919727,0.3166616489794259,-0.110986018,4.365405339976221,-0.831715763,0.0080394205156099,-0.002004134,0.5156537753222838,0.3445783132530119,0.5759717314487632,3348,1887,5.915194346289754,4.471563981042654,4406,8.313207547169814,1532,4.699386503067484,566,422,14,3,7,33.398205249764665,-18.69127149,0.059007429769902,-0.044292113,0.508442906418124,-0.643110926,0.0008983090219401432,-0.00152396,0.46113074204947,0.4739336492890995,454,320,13,3,0,134,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2010,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6168384879725087,4521,1822,7.7680412371134,4.039911308203991,4668,8.596685082872929,2232,6.217270194986074,582,451,13,7,7,154.83547664638982,-50.23198552,0.2660403378803951,-0.111379125,1.415224762115584,-1.258439436,0.0024316576668652,-0.002790331,0.5,0.3702882483370289,0.5337078651685394,2835,1510,5.308988764044944,3.8227848101265822,4524,9.347107438016524,1389,4.873684210526316,534,395,16,5,2,-66.30388365,-40.5749225,-0.124164576,-0.102721323,-1.015646568,-1.586929713,-0.00190196,-0.004017544,0.3932584269662922,0.3797468354430379,441,322,9,7,0,119,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2011,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6000000000000001,4428,1872,7.259016393442623,4.373831775700934,5222,9.01899827288428,1974,5.393442622950817,610,428,20,4,4,103.36740201909129,-19.65686719,0.1694547574083466,-0.04592726,1.7549480981989642,-0.487417887,0.0028769640954081,-0.001138827,0.5032786885245901,0.3785046728971962,0.5885826771653543,3591,1964,7.068897637795274,4.423423423423424,4526,9.528421052631574,1447,4.839464882943143,508,444,17,3,1,63.68767387513144,-4.472949477,0.1253694367620694,-0.010074211,1.5026111751218638,0.3031508806741934,0.0029578960140194,0.0006827722537707061,0.4665354330708661,0.4121621621621621,406,377,8,8,0,29,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2012,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.5878260869565217,3295,1470,5.7304347826086985,3.647642679900746,3967,7.541825095057035,1796,5.313609467455622,575,403,15,8,2,-6.961818247,-50.76150617,-0.01210751,-0.125959072,-1.340132267,-1.263838454,-0.002330665,-0.003136076,0.4434782608695653,0.3622828784119106,0.5745033112582784,3683,1548,6.097682119205296,3.860349127182045,4701,8.335106382978726,1645,4.740634005763689,604,401,14,6,5,13.20121804680016,-52.60894648,0.0218563212695365,-0.13119438,0.4223939241322992,-1.012210596,0.0006993276889607688,-0.002524216,0.4437086092715233,0.4089775561097258,350,350,7,9,0,0,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2013,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6596858638743454,4328,1971,7.553228621291448,4.106249999999999,4218,7.767955801104971,2104,5.566137566137564,573,480,11,5,3,158.88796853834197,-13.95246457,0.2772913936096718,-0.029067635,3.791215538079479,0.3696347429628522,0.0066164320036291,0.0007700723811726118,0.5270506108202441,0.3999999999999999,0.6254295532646049,4131,1729,7.097938144329894,4.647849462365592,4398,8.040219378427784,2030,5.576923076923075,582,372,11,3,2,64.1413036487094,23.601674423204916,0.1102084255132465,0.0634453613527012,2.0360499871184974,1.6513035826468812,0.0034983676754613,0.0044389881253948,0.4828178694158075,0.5,396,348,9,7,0,48,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
2014,San Diego Chargers,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-los-angeles-chargers-team-logo-2-768x768.png,0.6229508196721312,4098,1370,6.71803278688524,3.4683544303797462,4901,8.553228621291446,1927,5.071052631578946,610,395,18,4,0,62.943170825847176,-51.86202438,0.1031855259440106,-0.131296264,2.2921572672197463,-0.807592344,0.0037576348642946,-0.002044538,0.4803278688524589,0.3443037974683544,0.5818181818181817,3427,1987,6.23090909090909,4.546910755148741,4182,7.996175908221796,1809,5.653124999999998,550,437,7,4,6,24.070972345813527,-42.42958608,0.0437654042651151,-0.097092874,0.894408913412946,-0.623737354,0.0016261980243871,-0.001427317,0.4472727272727272,0.4210526315789475,348,348,9,7,0,0,San Diego Chargers,SoFi Stadium,"Inglewood, California",California,32.78305556, -117.11944444,,,AFC,West,0,1959
